created_at,user,text_clean,text_preprocessed,polarity_score,polarity
2022-10-21 23:00:00+00:00,dui,akan ditetapkan lembaga perlindungan data pribadi,"['tetap', 'lembaga', 'lindung', 'data', 'pribadi']",1,positive
2022-10-21 07:49:34+00:00,Bisnis.com,bkala uu perlindungan data pribadi bisa mejeng di presidensi g,"['bkala', 'uu', 'lindung', 'data', 'pribadi', 'mejeng', 'presidensi', 'g']",1,positive
2022-10-21 00:47:31+00:00,Gadjah Mada,jokowi tidak harus publikasi ijazah aslinya kepada sembarang orang apalagi dengan alasan tidak jelasnningat sudah ada uu perlindungan data pribadinnmaaf ya twit ini tidak bermaksud membuat kadrun emosi,"['jokowi', 'publikasi', 'ijazah', 'asli', 'sembarang', 'orang', 'alas', 'jelasnningat', 'uu', 'lindung', 'data', 'pribadinnmaaf', 'ya', 'twit', 'kadrun', 'emosi']",4,positive
2022-10-20 11:27:36+00:00,Bocoran Togel,menkominfo lembaga perlindungan data pribadi ditetapkan presiden,"['menkominfo', 'lembaga', 'lindung', 'data', 'pribadi', 'tetap', 'presiden']",4,positive
2022-10-20 11:24:37+00:00,BeritaSatu,pemerintah akan bentuk lembaga perlindungan data pribadi,"['perintah', 'bentuk', 'lembaga', 'lindung', 'data', 'pribadi']",2,positive
2022-10-20 11:10:00+00:00,Klinik Hukumonline,data pribadi nasabah tibatiba diubah secara sepihak oleh pihak bank bolehkah bank melakukan perubahan data sepihak yuk simak perlindungan hukum data pribadi nasabah dan langkah hukum yang bisa ditempuh oleh nasabahn,"['data', 'pribadi', 'nasabah', 'tibatiba', 'ubah', 'bank', 'bank', 'ubah', 'data', 'yuk', 'simak', 'lindung', 'hukum', 'data', 'pribadi', 'nasabah', 'langkah', 'hukum', 'tempuh', 'nasabahn']",9,positive
2022-10-20 08:29:28+00:00,konten politik,presiden   resmi menekan uu perlindungan data pribadi,"['presiden', 'resmi', 'tekan', 'uu', 'lindung', 'data', 'pribadi']",4,positive
2022-10-20 07:02:27+00:00,IntanAyuArimbi,presiden jokowi resmi menandatangani undangundang perlindungan data pribadi,"['presiden', 'jokowi', 'resmi', 'menandatangani', 'undangundang', 'lindung', 'data', 'pribadi']",6,positive
2022-10-19 18:07:46+00:00,Wallblock Technology,lebih baik mencegah daripada mengobati pepatah yang berlaku juga untuk keamanan sibernnpresiden jokowi mengesahkan uu perlindungan data pribadi yang dimuat di uu no  tahun nnsudah saatnya organisasi yang masih menyepelekan masalah segera berbenah kedepanya,"['cegah', 'obat', 'pepatah', 'laku', 'aman', 'sibernnpresiden', 'jokowi', 'kesah', 'uu', 'lindung', 'data', 'pribadi', 'muat', 'uu', 'no', 'nnsudah', 'organisasi', 'sepele', 'benah', 'depa']",3,positive
2022-10-19 16:18:01+00:00,pantau,gpp bang dia mau ngetes uu perlindungan data pribadi yg baru rilis ya mudahan aja masuk jeruji,"['gpp', 'bang', 'ngetes', 'uu', 'lindung', 'data', 'pribadi', 'yg', 'rilis', 'ya', 'mudah', 'aja', 'masuk', 'jeruji']",9,positive
2022-10-19 16:12:57+00:00,Selvy Susanto,uu perlindungan data pribadi disahkan bintang emon  amanda zahra iklan rasa film minions mahal fifa heru kaki,"['uu', 'lindung', 'data', 'pribadi', 'sah', 'bintang', 'emon', 'amanda', 'zahra', 'iklan', 'film', 'minions', 'mahal', 'fifa', 'heru', 'kaki']",2,positive
2022-10-19 15:10:37+00:00,Cekhukum.com,uu nomor  tahun  tentang perlindungan dataxcxapribadi,"['uu', 'nomor', 'lindung', 'dataxcxapribadi']",4,positive
2022-10-28 10:54:38+00:00,Om Udien Official,menurut menkominfo johnny g plate uu pdp juga hadir payung hukum terhadap perlindungan data pribadi yang komprehensif n,"['menkominfo', 'johnny', 'g', 'plate', 'uu', 'pdp', 'hadir', 'payung', 'hukum', 'lindung', 'data', 'pribadi', 'komprehensif', 'n']",0,neutral
2022-10-28 08:20:36+00:00,Batara Wisnu,kominfo uu pdp lindungi hak fundamental warga negarannkehadiran uu tersebut diharapkan dapat memberikan sumbangsih kemajuan yang diantaranya memberikan kemajuan untuk melindungi hak fundamental warga negaran,"['kominfo', 'uu', 'pdp', 'lindung', 'hak', 'fundamental', 'warga', 'negarannkehadiran', 'uu', 'harap', 'sumbangsih', 'maju', 'maju', 'lindung', 'hak', 'fundamental', 'warga', 'negaran']",0,neutral
2022-10-28 07:11:43+00:00,Gus Jul,direktur jenderal aplikasi informatika kominfo semuel abrijani pangerapan mengatakan pengesahan uu pdp oleh presiden pada  oktober  lalu menandai era baru dalam tata kelola data pribadi di ranah digital indonesia  choun,"['direktur', 'jenderal', 'aplikasi', 'informatika', 'kominfo', 'semuel', 'abrijani', 'pangerapan', 'kesah', 'uu', 'pdp', 'presiden', 'oktober', 'tanda', 'era', 'tata', 'kelola', 'data', 'pribadi', 'ranah', 'digital', 'indonesia', 'choun']",0,neutral
2022-10-28 06:23:13+00:00,Nini Tulalit 🇲🇨🇲🇨🇲🇨,dengan adanya uu pdp ini smga pengelola data bisa lebih peduli dan baik dalam mengelola datanya kunci hal tersebut ada di lembaga yang dibentuk untuk mengawasi pengelolaan data pribadi ininn n,"['uu', 'pdp', 'smga', 'kelola', 'data', 'peduli', 'kelola', 'data', 'kunci', 'lembaga', 'bentuk', 'awas', 'kelola', 'data', 'pribadi', 'ininn', 'n']",0,neutral
2022-10-27 17:26:04+00:00,Envy,bisa dilaporin pake uu pdp ga sih,"['dilaporin', 'pake', 'uu', 'pdp', 'ga', 'sih']",0,neutral
2022-10-27 13:06:18+00:00,Gizmologi.ID,diteken jokowi langgar uu pdp bisa dipidana  tahun,"['teken', 'jokowi', 'langgar', 'uu', 'pdp', 'pidana']",0,neutral
2022-10-27 08:29:08+00:00,ANTARASULSEL.Com,uu pdp mengatur sedikitnya empat pelanggaran yang bisa dipidana,"['uu', 'pdp', 'atur', 'langgar', 'pidana']",0,neutral
2022-10-27 04:38:01+00:00,Radhitma,wisnu  aturan turunan uu pdp supaya masyarakat semakin banyak yang sadar untuk melindungi data pribadin,"['wisnu', 'atur', 'turun', 'uu', 'pdp', 'masyarakat', 'sadar', 'lindung', 'data', 'pribadin']",0,neutral
2022-10-26 03:50:49+00:00,Faris Ahmad Doni,yep betul kalo harus disahkan uu pdp,"['yep', 'kalo', 'sah', 'uu', 'pdp']",0,neutral
2022-10-26 00:25:04+00:00,RAKYAT BERSATU MELAWAN KOMUNIS IMPERIALIS,ikut jejak bssnn,"['jejak', 'bssnn']",0,neutral
2022-10-25 12:59:41+00:00,detikinet,uu pelindungan data pribadi uu pdp telah disahkan pada pertengahan september lalu pakar keamanan mendesak agar pemerintah segera membentuk lembaga pdp,"['uu', 'lindung', 'data', 'pribadi', 'uu', 'pdp', 'sah', 'tengah', 'september', 'pakar', 'aman', 'desak', 'perintah', 'bentuk', 'lembaga', 'pdp']",0,neutral
2022-10-25 07:39:33+00:00,Badan Pendapatan Daerah Kota Bekasi,jenisjenis data pribadi menurut uu perlindungan data pribadi pdp yang diresmikan pada  september,"['jenisjenis', 'data', 'pribadi', 'uu', 'lindung', 'data', 'pribadi', 'pdp', 'resmi', 'september']",0,neutral
2022-10-23 15:28:21+00:00,𝐕𝐢𝐚𝐧𝐢,menteri komunikasi dan informatika menkominfo  mengatakan pemerintah sedang menyiapkan peraturan presiden dan aturan turunan dari undangundang nomor  tahun  tentang pelindungan data pribadi pdpnnn,"['menteri', 'komunikasi', 'informatika', 'menkominfo', 'perintah', 'atur', 'presiden', 'atur', 'turun', 'undangundang', 'nomor', 'lindung', 'data', 'pribadi', 'pdpnnn']",0,neutral
2022-10-22 05:00:39+00:00,mltpshnty,coba cek uu pdp yang baru disahkan kemarin pemerintah bisa tau darimana informasi tamu yang menginap kalo tidak dilaporkan penginapan terus kalo dilaporkan uu pdp terlanggar dongxfxfxabxa,"['coba', 'cek', 'uu', 'pdp', 'sah', 'kemarin', 'perintah', 'tau', 'darimana', 'informasi', 'tamu', 'inap', 'kalo', 'lapor', 'inap', 'kalo', 'lapor', 'uu', 'pdp', 'langgar', 'dongxfxfxabxa']",0,neutral
2022-10-21 13:00:01+00:00,HukumOnline,literasi keamanan informasi merupakan tulang punggung dari terbentuknya kesuksesan dalam bidang transformasi digital di indonesia dalam pengimplementasian uu pdpn,"['literasi', 'aman', 'informasi', 'tulang', 'punggung', 'bentuk', 'sukses', 'bidang', 'transformasi', 'digital', 'indonesia', 'implementasi', 'uu', 'pdpn']",0,neutral
2022-10-21 10:16:21+00:00,Udien Marbot Official,sebelumnya presiden joko widodo telah uu pdp pada  oktober  uu pdp ini diterbitkan untuk menjamin hak warga negara atas pelindungan diri dan kesadaran masyarakat serta menjamin pengakuan dan atas pentingnya perlindungan data pribadin,"['presiden', 'joko', 'widodo', 'uu', 'pdp', 'oktober', 'uu', 'pdp', 'terbit', 'jamin', 'hak', 'warga', 'negara', 'lindung', 'sadar', 'masyarakat', 'jamin', 'aku', 'lindung', 'data', 'pribadin']",0,neutral
2022-10-21 09:29:35+00:00,kiw !army jfb,wisnu  presiden joko widodo telah menandatangani uu pdp pada  oktober  uu pdp ini diterbitkan untuk menjamin hak warga negara atas pelindungan diri pribadi dan menumbuhkan kesadaran masyarakat serta menjamin pengakuan dan penghormatan atas pentingnya pelindungan data pribadi,"['wisnu', 'presiden', 'joko', 'widodo', 'menandatangani', 'uu', 'pdp', 'oktober', 'uu', 'pdp', 'terbit', 'jamin', 'hak', 'warga', 'negara', 'lindung', 'pribadi', 'tumbuh', 'sadar', 'masyarakat', 'jamin', 'aku', 'hormat', 'lindung', 'data', 'pribadi']",0,neutral
2022-10-21 06:34:58+00:00,Diana Aurora,menteri komunikasi dan informatika menkominfo johnny g plate mengatakan pemerintah sedang menyiapkan peraturan presiden dan aturan turunan dari undangundang nomor  tahun  tentang pelindungan data pribadi pdp   engn,"['menteri', 'komunikasi', 'informatika', 'menkominfo', 'johnny', 'g', 'plate', 'perintah', 'atur', 'presiden', 'atur', 'turun', 'undangundang', 'nomor', 'lindung', 'data', 'pribadi', 'pdp', 'engn']",0,neutral
2022-10-21 06:23:03+00:00,Batara Wisnu,menkominfo johnny plate pemerintah siapkan perpres dan aturan turunan uu pdpnnmenkominfo johnny g plate mengatakan pemerintah sedang menyiapkan peraturan presiden dan aturan turunan dari undangundang nomor  tahun  tentang pdpn,"['menkominfo', 'johnny', 'plate', 'perintah', 'siap', 'pres', 'atur', 'turun', 'uu', 'pdpnnmenkominfo', 'johnny', 'g', 'plate', 'perintah', 'atur', 'presiden', 'atur', 'turun', 'undangundang', 'nomor', 'pdpn']",0,neutral
2022-10-20 13:49:35+00:00,Media Indonesia,johnny mengatakan melalui berbagai regulasi yang akan diterbitkan pemerintah akan memperkuat perlindungan data pribadi,"['johnny', 'regulasi', 'terbit', 'perintah', 'kuat', 'lindung', 'data', 'pribadi']",0,neutral
2022-10-20 10:36:38+00:00,Wempy 𝙼𝚒𝚐𝚊™,dalam proses implementasi nuu pdpnsudah barang tentu nsemua pihak harus terlibat ndemi maksimalkan hasilnyann n nn,"['proses', 'implementasi', 'nuu', 'pdpnsudah', 'barang', 'nsemua', 'libat', 'ndemi', 'maksimal', 'hasilnyann', 'n', 'nn']",0,neutral
2022-10-20 06:41:01+00:00,kliklegal.id,tok uu pdp telah diundangkan apa bedanya denganxcxadisahkan,"['tok', 'uu', 'pdp', 'undang', 'beda', 'denganxcxadisahkan']",0,neutral
2022-10-20 03:44:34+00:00,r⑰,wah ini uu pdp pelik,"['uu', 'pdp', 'pelik']",0,neutral
2022-10-20 03:30:00+00:00,HukumOnline,terdapat  pasal yang tercantum dalam uu pdp,"['pasal', 'cantum', 'uu', 'pdp']",0,neutral
2022-10-28 08:25:32+00:00,Ary Prasetyo,kementerian komunikasi dan informatika  menargetkan lembaga otoritas perlindungan data pribadi pdp segera terbentuk dalam waktu enam bulann n,"['menteri', 'komunikasi', 'informatika', 'target', 'lembaga', 'otoritas', 'lindung', 'data', 'pribadi', 'pdp', 'bentuk', 'enam', 'bulann', 'n']",0,neutral
2022-10-28 02:35:58+00:00,ELSAM Indonesia,ada catatan terkait pembentukan lembaga pengawas pdp agar berjalan optimal pertama lembaga yang akan dibentuk ini benarbenar lembaga independen dengan wewenang kuat kedua sdm pada lembaga pengawas pdp diisi tenaga profesional dalam bidangnya n,"['catat', 'kait', 'bentuk', 'lembaga', 'awas', 'pdp', 'jalan', 'optimal', 'lembaga', 'bentuk', 'benarbenar', 'lembaga', 'independen', 'wewenang', 'kuat', 'sdm', 'lembaga', 'awas', 'pdp', 'isi', 'tenaga', 'profesional', 'bidang', 'n']",0,neutral
2022-10-27 00:30:06+00:00,Heru Sutadi,jokowi teken undangundang perlindungan data pribadi pakar jangan sampai jeruk makan jeruknn,"['jokowi', 'teken', 'undangundang', 'lindung', 'data', 'pribadi', 'pakar', 'jeruk', 'makan', 'jeruknn']",0,neutral
2022-10-26 23:59:36+00:00,KumhamNTT,topik kebijakan perlindungan data pribadi pada layanan keimigrasian pada kanim kupang dan rudenim kupangnn kemenkumham nttn marciana jone,"['topik', 'bijak', 'lindung', 'data', 'pribadi', 'layan', 'imigrasi', 'kanim', 'kupang', 'rudenim', 'kupangnn', 'kemenkumham', 'nttn', 'marciana', 'jone']",0,neutral
2022-10-25 08:06:35+00:00,markmaike,bukan apaapasih lebih ke gue heran banget tau dari mana ternyata mereka tanya ke staff sana haduh perlindungan data pribadi mana nih melanggar banget ini,"['apaapasih', 'gue', 'heran', 'banget', 'tau', 'staff', 'haduh', 'lindung', 'data', 'pribadi', 'nih', 'langgar', 'banget']",0,neutral
2022-10-21 05:18:02+00:00,#SalutemInChristo #DeMoCL #NalarGarisLurus #MiFan,perlindungan data pribadi pdpnbaca pdp nya lumayan banyak tp bagian ini sgt penting untuk diketahui bersaman  kunku,"['lindung', 'data', 'pribadi', 'pdpnbaca', 'pdp', 'nya', 'lumayan', 'tp', 'sgt', 'saman', 'kunku']",0,neutral
2022-10-20 13:57:37+00:00,Diskominfostandi Kota Bekasi,jangan sembarang posting data pribadi kalian ya xexcxbnnyap karena dpr sudah meresmikan uu perlindungan data pribadi pada  september  lhoo xfxfxxannjadi yuk jaga data pribadi kita xfxfxaxnnsumber  n n,"['sembarang', 'posting', 'data', 'pribadi', 'ya', 'xexcxbnnyap', 'dpr', 'resmi', 'uu', 'lindung', 'data', 'pribadi', 'september', 'lhoo', 'xfxfxxannjadi', 'yuk', 'jaga', 'data', 'pribadi', 'xfxfxaxnnsumber', 'n', 'n']",0,neutral
2022-10-20 07:22:04+00:00,Assalia Gracia Cahyadi,uu perlindungan data pribadi di teken bapak jokowinvoldemort batik air cringe risol hermione cristiano ronaldo jaki yugyeom  thanniversary,"['uu', 'lindung', 'data', 'pribadi', 'teken', 'jokowinvoldemort', 'batik', 'air', 'cringe', 'risol', 'hermione', 'cristiano', 'ronaldo', 'jaki', 'yugyeom', 'thanniversary']",0,neutral
2022-10-28 10:43:47+00:00,Ngalap Berkah Nitizen,perihal uu pdp yang telah disahkan pada  september  dalam rapat paripurna dpr menurut menkominfo johnny g plate uu pdp juga hadir payung hukum terhadap perlindungan data pribadi yang komprehensifn,"['perihal', 'uu', 'pdp', 'sah', 'september', 'rapat', 'paripurna', 'dpr', 'menkominfo', 'johnny', 'g', 'plate', 'uu', 'pdp', 'hadir', 'payung', 'hukum', 'lindung', 'data', 'pribadi', 'komprehensifn']",-1,negative
2022-10-28 10:33:05+00:00,Udien Marbot Official,wisnu jadi harus ada upaya untuk memastikan keamanan sibernya terjaga dengan baik itu juga sudah diatur di dalam undangundang pelindungan data pribadi uu pdp pse harus memiliki data protection officer dpon,"['wisnu', 'upaya', 'aman', 'sibernya', 'jaga', 'atur', 'undangundang', 'lindung', 'data', 'pribadi', 'uu', 'pdp', 'pse', 'milik', 'data', 'protection', 'officer', 'dpon']",-5,negative
2022-10-28 09:09:35+00:00,Udien Marbot Official,wisnu    kehadiran uu pdp ini diharapkan dapat memberikan sumbangsih kemajuan yang diantaranya memberikan kemajuan untuk melindungi hak  fundamental warga negaran,"['wisnu', 'hadir', 'uu', 'pdp', 'harap', 'sumbangsih', 'maju', 'maju', 'lindung', 'hak', 'fundamental', 'warga', 'negaran']",-1,negative
2022-10-28 09:06:48+00:00,kiw !army jfb,wisnu    setuju uu pdp untuk lindungi fundamental warga negara,"['wisnu', 'tuju', 'uu', 'pdp', 'lindung', 'fundamental', 'warga', 'negara']",-1,negative
2022-10-28 09:04:48+00:00,kiw !army jfb,wisnu    keberadaan uu pdp tidak akan mengurangi aksi peretasan secara langsung karena sebelum uu pdp pun sebenarnya peretas sudah melanggar hukum dan dapat dihukum berat sesuai kesalahannya tanpa uu pdp,"['wisnu', 'ada', 'uu', 'pdp', 'kurang', 'aksi', 'retas', 'langsung', 'uu', 'pdp', 'retas', 'langgar', 'hukum', 'hukum', 'berat', 'sesuai', 'salah', 'uu', 'pdp']",-4,negative
2022-10-28 08:46:36+00:00,Udien Marbot Official,dengan adanya uu pdp ini diharapkan pengelola data bisa lebih peduli dan baik dalam mengelola datanya kunci hal tersebut ada di lembaga yang dibentuk untuk mengawasi pengelolaan data pribadi inin,"['uu', 'pdp', 'harap', 'kelola', 'data', 'peduli', 'kelola', 'data', 'kunci', 'lembaga', 'bentuk', 'awas', 'kelola', 'data', 'pribadi', 'inin']",-1,negative
2022-10-28 08:36:24+00:00,Spy Zone,uu pdp sekaligus dapat menjadi payung hukum yang lebih komprehensif dan mendorong reformasi praktik pemrosesan data pribadi dengan meningkatkan standar industri serta mendorong inovasi yang bertanggung jawabn  n,"['uu', 'pdp', 'payung', 'hukum', 'komprehensif', 'dorong', 'reformasi', 'praktik', 'pemrosesan', 'data', 'pribadi', 'tingkat', 'standar', 'industri', 'dorong', 'inovasi', 'tanggung', 'jawabn', 'n']",-2,negative
2022-10-28 08:35:13+00:00,Ary Prasetyo,kehadiran uu tersebut diharapkan dapat memberikan sumbangsih kemajuan yang diantaranya memberikan kemajuan untuk melindungi hak fundamental warga negaran  n,"['hadir', 'uu', 'harap', 'sumbangsih', 'maju', 'maju', 'lindung', 'hak', 'fundamental', 'warga', 'negaran', 'n']",-1,negative
2022-10-28 08:34:47+00:00,Ngalap Berkah Nitizen,menurut alfons keberadaan uu pdp tidak akan mengurangi aksi peretasan secara langsung karena sebelum uu pdp pun sebenarnya peretas sudah melanggar hukum dan dapat dihukum berat sesuai kesalahannya tanpa uu pdpn,"['alfons', 'ada', 'uu', 'pdp', 'kurang', 'aksi', 'retas', 'langsung', 'uu', 'pdp', 'retas', 'langgar', 'hukum', 'hukum', 'berat', 'sesuai', 'salah', 'uu', 'pdpn']",-4,negative
2022-10-28 07:12:43+00:00,Spy Zone,lembaga otoritas pdp bertugas mengawasi pengelolaan data pribadi oleh penyelenggara sistem elektronik baik dari pemerintah maupun swasta tujuannya agar pengelolaan data pribadi tersebut sesuai dengan kriteria dalam uu pdpn,"['lembaga', 'otoritas', 'pdp', 'tugas', 'awas', 'kelola', 'data', 'pribadi', 'selenggara', 'sistem', 'elektronik', 'perintah', 'swasta', 'tuju', 'kelola', 'data', 'pribadi', 'sesuai', 'kriteria', 'uu', 'pdpn']",-8,negative
2022-10-28 06:23:57+00:00,Barak Ardian,rincian kedua memastikan kepatuhan thdp uu pdp dan kebijakan pengendali data pribadi atau prosesor data pribadixcxaketiga ppdp memberikan saran mengenai dampak perlindungan data pribadi dan mengendalikan data pribadinnn,"['rincian', 'patuh', 'thdp', 'uu', 'pdp', 'bijak', 'kendali', 'data', 'pribadi', 'prosesor', 'data', 'pribadixcxaketiga', 'ppdp', 'saran', 'dampak', 'lindung', 'data', 'pribadi', 'kendali', 'data', 'pribadinnn']",-9,negative
2022-10-28 06:20:41+00:00,Garuda,ppdp bertugas menginformasikan dan memberikan saran kepada pengendali data pribadi atau prosesor data pribadi agar mematuhi ketentuan dalam uu pdpn n n,"['ppdp', 'tugas', 'informasi', 'saran', 'kendali', 'data', 'pribadi', 'prosesor', 'data', 'pribadi', 'patuh', 'tentu', 'uu', 'pdpn', 'n', 'n']",-8,negative
2022-10-28 06:19:34+00:00,Gajah Mada,menurut hitungan kominfo setidaknya di indonesia itu butuh  ribu ppdp tugas ppdp ini nantinya sebagai internal compliancen n n,"['hitung', 'kominfo', 'indonesia', 'butuh', 'ribu', 'ppdp', 'tugas', 'ppdp', 'internal', 'compliancen', 'n', 'n']",-5,negative
2022-10-28 06:17:59+00:00,Babe,dirjen aplikasi informatika kementerian komunikasi dan informatika  semuel abrijani pangerapan mengatakan diterbitkannya undangundang perlindungan data pribadi atau uu pdp mampu menciptakan banyak profesi barun n n,"['dirjen', 'aplikasi', 'informatika', 'menteri', 'komunikasi', 'informatika', 'semuel', 'abrijani', 'pangerapan', 'terbit', 'undangundang', 'lindung', 'data', 'pribadi', 'uu', 'pdp', 'cipta', 'profesi', 'barun', 'n', 'n']",-5,negative
2022-10-28 06:15:00+00:00,HukumOnline,harus ada upaya untuk memastikan keamanan siber terjaga dengan baik hal ini sudah diatur di dalam uu pdp di mana pse harus mempunyai data protection officer dpon,"['upaya', 'aman', 'siber', 'jaga', 'atur', 'uu', 'pdp', 'pse', 'data', 'protection', 'officer', 'dpon']",-7,negative
2022-10-28 01:54:38+00:00,kiw !army jfb,wisnu    pdp bertugas menginformasikan dan memberikan saran kepada pengendali data pribadi atau prosesor data pribadi agar mematuhi ketentuan dalam uu pdp,"['wisnu', 'pdp', 'tugas', 'informasi', 'saran', 'kendali', 'data', 'pribadi', 'prosesor', 'data', 'pribadi', 'patuh', 'tentu', 'uu', 'pdp']",-8,negative
2022-10-28 00:55:28+00:00,Ary Prasetyo,rincian tugas ppdp yang pertama ppdp bertugas menginformasikan dan memberikan saran kepada pengendali data pribadi atau prosesor data pribadi agar mematuhi ketentuan dalam uu pdpn  n,"['rincian', 'tugas', 'ppdp', 'ppdp', 'tugas', 'informasi', 'saran', 'kendali', 'data', 'pribadi', 'prosesor', 'data', 'pribadi', 'patuh', 'tentu', 'uu', 'pdpn', 'n']",-9,negative
2022-10-27 13:43:01+00:00,Diana Aurora,dirjen aplikasi informatika kementerian komunikasi dan informatika kominfo semuel abrijani pangerapan mengatakan diterbitkannya undangundang perlindungan data pribadi atau uu pdp mampu menciptakan banyak profesi baru w  n,"['dirjen', 'aplikasi', 'informatika', 'menteri', 'komunikasi', 'informatika', 'kominfo', 'semuel', 'abrijani', 'pangerapan', 'terbit', 'undangundang', 'lindung', 'data', 'pribadi', 'uu', 'pdp', 'cipta', 'profesi', 'w', 'n']",-5,negative
2022-10-27 11:08:19+00:00,Dwie,wisnu  uu pdp ini diterbitkan untuk menjamin hak warga negara atas pelindungan data pribadi n,"['wisnu', 'uu', 'pdp', 'terbit', 'jamin', 'hak', 'warga', 'negara', 'lindung', 'data', 'pribadi', 'n']",-4,negative
2022-10-27 11:07:48+00:00,Dwie,uu pdp ini diterbitkan untuk menjamin hak warga negara atas pelindungan data pribadi johnny plate,"['uu', 'pdp', 'terbit', 'jamin', 'hak', 'warga', 'negara', 'lindung', 'data', 'pribadi', 'johnny', 'plate']",-4,negative
2022-10-27 10:03:21+00:00,Koran Gala,undangundang perlindungan data pribadi uu pdp setidaknya memuat empat pelanggaran yang bisa dikenakan sanksi pidana,"['undangundang', 'lindung', 'data', 'pribadi', 'uu', 'pdp', 'muat', 'langgar', 'kena', 'sanksi', 'pidana']",-2,negative
2022-10-27 09:34:32+00:00,kliklegal.id,menjadi acuan uu pdp bagaimana aturan pelindungan data pribadi dixcxagdpr,"['acu', 'uu', 'pdp', 'atur', 'lindung', 'data', 'pribadi', 'dixcxagdpr']",-3,negative
2022-10-27 09:17:41+00:00,Republika.co.id,doxing adalah praktik menyebarkan data pribadi orang lain,"['doxing', 'praktik', 'sebar', 'data', 'pribadi', 'orang']",-3,negative
2022-10-27 08:15:00+00:00,HukumOnline,kip siap melaksanakan substansi uu pdp terkait badan publikn,"['kip', 'laksana', 'substansi', 'uu', 'pdp', 'kait', 'badan', 'publikn']",-1,negative
2022-10-27 08:10:27+00:00,Investor Daily,uu pdp tandai era baru tata kelola data pribadi,"['uu', 'pdp', 'tanda', 'era', 'tata', 'kelola', 'data', 'pribadi']",-4,negative
2022-10-27 07:55:06+00:00,Republika.co.id,uu pdp amanatkan lembaga penyelenggaraan data pribadi yang bertanggung ke presiden,"['uu', 'pdp', 'amanat', 'lembaga', 'selenggara', 'data', 'pribadi', 'tanggung', 'presiden']",-2,negative
2022-10-27 07:40:00+00:00,Klinik Hukumonline,perusahaan jasa ekspedisi wajib untuk melindungi data pribadi pelanggannya simak bagaimana bunyi ketentuan pelindungan data pribadi bagi perusahaan jasa ekspedisi menurut uu ite dan uu pdp lewat artikel berikutn,"['usaha', 'jasa', 'ekspedisi', 'wajib', 'lindung', 'data', 'pribadi', 'langgan', 'simak', 'bunyi', 'tentu', 'lindung', 'data', 'pribadi', 'usaha', 'jasa', 'ekspedisi', 'uu', 'ite', 'uu', 'pdp', 'artikel', 'berikutn']",-4,negative
2022-10-27 04:38:54+00:00,Rani,mempersiapkan perpres dan aturan turunan uu pdp,"['pres', 'atur', 'turun', 'uu', 'pdp']",-2,negative
2022-10-27 04:33:13+00:00,Banyu Biru,perpres dan aturan turunan uu pdp sedang dipersiapkan pemerintah,"['pres', 'atur', 'turun', 'uu', 'pdp', 'siap', 'perintah']",-1,negative
2022-10-27 04:29:52+00:00,Semoga Abadi,pemerintah menyiapkan perpres dan aturan turunan uu pdp,"['perintah', 'pres', 'atur', 'turun', 'uu', 'pdp']",-2,negative
2022-10-27 03:00:19+00:00,Ary Prasetyo,harus ada upaya untuk memastikan keamanan sibernya terjaga dengan baik itu juga sudah diatur di dalam undangundang pelindungan data pribadi uu pdp pse harus mempunyai data protection officer dpon,"['upaya', 'aman', 'sibernya', 'jaga', 'atur', 'undangundang', 'lindung', 'data', 'pribadi', 'uu', 'pdp', 'pse', 'data', 'protection', 'officer', 'dpon']",-6,negative
2022-10-26 08:30:00+00:00,HukumOnline,otoritas pdp bertugas untuk mengawasi pengelolaan data pribadi oleh penyelenggara sistem elektronik baik pemerintah dan swasta agar memenuhi kriteria dalam uu pdpn,"['otoritas', 'pdp', 'tugas', 'awas', 'kelola', 'data', 'pribadi', 'selenggara', 'sistem', 'elektronik', 'perintah', 'swasta', 'penuh', 'kriteria', 'uu', 'pdpn']",-4,negative
2022-10-26 07:40:51+00:00,deBrite,pasal  dengan sengaja membuat data pribadi palsu atau memalsukan data pribadi dengan maksud untuk menguntungkan diri sendiri atau orang lain yang dapat mengakibatkan kerugian bagi orang lain pidana penjara  enam tahun atau pidana denda rp uu pdp,"['pasal', 'sengaja', 'data', 'pribadi', 'palsu', 'palsu', 'data', 'pribadi', 'maksud', 'untung', 'orang', 'akibat', 'rugi', 'orang', 'pidana', 'penjara', 'enam', 'pidana', 'denda', 'rp', 'uu', 'pdp']",-16,negative
2022-10-26 00:25:54+00:00,RAKYAT BERSATU MELAWAN KOMUNIS IMPERIALIS,napak tilas bssnn,"['napak', 'tilas', 'bssnn']",-3,negative
2022-10-25 11:15:00+00:00,Klinik Hukumonline,dalam melakukan kegiatan usaha adakah kewajiban perusahaan jasa ekspedisi untuk melindungi data pribadi konsumennya simak ketentuan pelindungan data pribadi pengguna jasa ekspedisi menurut uu ite dan uu pdp lewat artikel berikutn,"['giat', 'usaha', 'ada', 'wajib', 'usaha', 'jasa', 'ekspedisi', 'lindung', 'data', 'pribadi', 'konsumen', 'simak', 'tentu', 'lindung', 'data', 'pribadi', 'guna', 'jasa', 'ekspedisi', 'uu', 'ite', 'uu', 'pdp', 'artikel', 'berikutn']",-5,negative
